,Wo.dIPA,Word,Stress,Speaker_code,Language,Lang_origin,Stop,Fricative,Position,Initial,Final,Medial,Duration.old,Duration,Vowel,Front,Back,Low,Liquid,Dip,Speaker.1,Age,Young,Old,Education,EducationLow,EducationHigh,LevelOfSpanish,SpanishLow,SpanishHigh,SP_Mid,SP_Low,SP_Zero,LevelOfQuichua,IQ_Native,IQ_High,IQ_Mid,IQ_Low,IQ_Zero,LevelofMediaLengua,ML_Native,ML_High,ML_Mid,ML_Low,ML_Zero,Living,Gender,Recording_type,F0_mid,F1_mid,F2_mid,F3_mid,Vowel_duration,F1_1,F1_2,F1_3,F1_4,F1_5,F1_6,F1_7,F2_1,F2_2,F2_3,F2_4,F2_5,F2_6,F2_7,F3_1,F3_2,F3_3,F3_4,F3_5,F3_6,F3_7
42,pinta?,pintar,Stressed,REA,Spanish,s,p,FALSE,i,TRUE,FALSE,FALSE,8.9,8.9,i,TRUE,FALSE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,NA,292.4,1996.6,2692.8,59.5,298.7,307.9,307.3,313.4,336,358.2,378.5,2163.5,2509,2597,2664,2710.4,2722.5,2733.4,2708.6,2752,2818.3,2948.4,3134.6,3297,3380.5
43,gobie?no,gobierno,Unstressed,REA,Spanish,s,g,FALSE,i,TRUE,FALSE,FALSE,24.3,24.3,o,FALSE,TRUE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,240,848.2,1229.6,3373.3,142.5,831.2,356.2,417.2,438.5,452.4,463,477.1,1229.9,1243.2,1240.9,1173.2,1205.6,1183.4,1112.5,3360.8,2994.3,2948.5,2892.3,2882.4,2903.6,2911.5
44,casa,casa,Stressed,REA,Spanish,s,k,FALSE,i,TRUE,FALSE,FALSE,23.2,23.2,a,FALSE,FALSE,TRUE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,266.3,500.7,1933.6,2922.8,217.6,511.5,602,670.3,705.3,718.9,736.1,757.1,1924.4,1819.2,1728.3,1706.9,1669.4,1646.1,1627.3,2919.7,2901,2912,2937.4,2962.3,3001.6,2997.9
45,pa?kes,parkes,Stressed,REA,Spanish,s,p,FALSE,i,TRUE,FALSE,FALSE,14.7,14.7,a,FALSE,FALSE,TRUE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,255.8,650.2,1355,2855.5,163,651.7,707.1,742.6,757.3,776,809.4,842.7,1355.8,1399.6,1429.2,1430.6,1430.7,1426.8,1432.1,2854.9,2870,2897,2894.4,2884,2858.5,2843.2
46,g?ande,grande,Stressed,REA,Spanish,s,g,FALSE,i,TRUE,FALSE,FALSE,70,70,r,FALSE,FALSE,FALSE,TRUE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,209.6,376.9,2024.2,2730.2,40.8,377.1,409,428.5,442.7,454.9,454.7,439.8,2024.6,2068.6,2086.8,2081.8,2061.7,2000.2,1911.1,2729.6,2639.9,2594.6,2623.9,2668.4,2691.2,2713.9
47,besa?,besar,Stressed,REA,Spanish,s,b,FALSE,i,TRUE,FALSE,FALSE,73.2,73.2,e,TRUE,FALSE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,226.8,428.4,1696.3,2701,103.4,431.8,452.2,460.3,465.8,470.4,475.5,482.2,1703.2,1798,1898.9,1978.9,2032.4,2062.7,2094.5,2700.3,2671.7,2697.4,2752.6,2780.6,2816.1,2862.3
48,guapo,guapo,Stressed,REA,Spanish,s,g,FALSE,i,TRUE,FALSE,FALSE,97.5,97.5,ua,FALSE,FALSE,FALSE,FALSE,TRUE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,240.1,513.4,636.6,3074.9,218.4,512.2,376.9,305.8,334.8,380,409.5,430.9,635.3,582.8,560.1,571.1,608.7,636.9,694.2,3071.4,3092.8,3138.6,2416.3,2804.1,2921.2,2905.9
49,papel,papel,Stressed,REA,Spanish,s,p,FALSE,i,TRUE,FALSE,FALSE,14.2,14.2,a,FALSE,FALSE,TRUE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,NA,607,1363.1,2824.5,82.9,606.2,655.6,678.6,697.3,711.8,729.6,739.1,1362.3,1402.9,1413.6,1426,1432,1434.5,1433,2825.1,2781.9,2749.3,2729.8,2742.7,2754.2,2758.7
50,gato,gato,Stressed,REA,Spanish,s,g,FALSE,i,TRUE,FALSE,FALSE,53.6,53.6,a,FALSE,FALSE,TRUE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,199.9,1533,2790.4,3528,202.3,NA,362.5,320.4,339.6,374.7,408.7,432.6,1582.3,1660.8,1600.7,1589.4,1616.1,1623.7,1624.2,2834.7,2760.7,2670.3,2636.8,2649.7,2664.3,2681.4
51,go?do,gordo,Stressed,REA,Spanish,s,g,FALSE,i,TRUE,FALSE,FALSE,37.9,37.9,o,FALSE,TRUE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,NA,841.8,1359,3036.3,224.9,840.5,671.3,489.8,369.3,407.9,428.7,434.5,1353.9,941.1,987.3,936.6,879.6,903.9,888.7,3035.2,2735.7,2593.4,3020.3,2957.5,2912.2,2941.6
52,busca?,buscar,Stressed,REA,Spanish,s,b,FALSE,i,TRUE,FALSE,FALSE,98.7,98.7,u,FALSE,TRUE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,253,319.3,1318.5,2807.3,101.2,323.6,297.3,327.7,429.4,484.9,498.5,470.1,1321.4,1248.5,937.1,930.2,962.9,962.8,948.3,2806,2815.5,2880.8,2875.1,2800.9,2891,2917.3
53,g?ingo,gringo,Stressed,REA,Spanish,s,g,FALSE,i,TRUE,FALSE,FALSE,70.7,70.7,r,FALSE,FALSE,FALSE,TRUE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,215.2,413.9,1789.8,2602.6,40,412.8,423,432,438.7,439.6,426.5,375.5,1785,1962.3,2062.9,2075.6,2097.4,2096.1,1558.4,2599.8,2650.7,2660.6,2677.1,2707.9,2702.8,2303.1
54,pero,pero,Stressed,REA,Spanish,s,p,FALSE,i,TRUE,FALSE,FALSE,12,12,e,TRUE,FALSE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,NA,443,1858.1,2854.4,236.6,440.6,492.9,491.8,503.7,530.2,550.9,564,1859.6,1820.3,1852,1886.8,1950.3,2043.7,2109.1,2854.7,2784.8,2753.6,2739.5,2736.2,2817.3,2826.1
55,goma,goma,Stressed,REA,Spanish,s,g,FALSE,i,TRUE,FALSE,FALSE,68.8,68.8,o,FALSE,TRUE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,195.8,443.2,1068,2451.6,210.1,442.4,407,382.6,389.3,402.2,414.9,427.1,1068.1,1060.5,1052.7,1068.7,1047.9,1017.5,1008.9,2460.8,2737.3,2721.5,2723.2,2747.2,2789.8,2818.1
56,cultu?a,cultura,Unstressed,REA,Spanish,s,k,FALSE,i,TRUE,FALSE,FALSE,33.3,33.3,u,FALSE,TRUE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,260,327.7,855.3,2824.8,61.9,328.4,377.4,420.7,435.3,438.9,443.5,446.6,850.2,893.9,923.2,947.3,968.1,980.3,969.2,2825.4,2796.6,2808,2777.5,2715.4,2706.5,2692.2
57,comunidad,comunidad,Unstressed,REA,Spanish,s,k,FALSE,i,TRUE,FALSE,FALSE,23.1,23.1,o,FALSE,TRUE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,232.2,417.5,976.6,2748.3,62.5,416.3,451.4,460,470.1,479.4,490.7,504.3,975.1,1031.1,1053.2,1050.7,1029.3,988.3,935.8,2749,2748,2790.3,2815.9,2815,2850,2961
58,costa,costa,Stressed,REA,Spanish,s,k,FALSE,i,TRUE,FALSE,FALSE,22.5,22.5,o,FALSE,TRUE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,NA,394.8,1042.6,2782,149.8,394.3,424.9,445.5,456.4,468.3,474.3,480.2,1044.4,977.6,1008.1,1004.5,992.1,988,982.5,2777.7,2930.9,2850.5,2873.8,2905.3,2914.9,2946.4
59,colib?i,colibri,Unstressed,REA,Spanish,s,k,FALSE,i,TRUE,FALSE,FALSE,15.9,15.9,o,FALSE,TRUE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,250.4,401.1,975.3,2711.2,74,400.8,443.2,467.4,489.9,509.2,526.1,533.7,975,1008.9,1013.4,1039.7,1072.1,1127.6,1176.2,2710.7,2757.9,2657.1,2620.4,2618,2637.5,2678
60,pin?os,pinchos,Stressed,REA,Spanish,s,p,FALSE,i,TRUE,FALSE,FALSE,17.1,17.1,i,TRUE,FALSE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,NA,301.2,2570,2928.2,108.8,300.2,319.1,308.1,301.1,314.1,346.7,387.5,2568.7,2596.1,2617,2675.3,2742.2,2773,2805.8,2928.1,2936.4,2976.3,2994.1,3075.9,3174.3,3213.9
61,po?o,pollo,Stressed,REA,Spanish,s,p,FALSE,i,TRUE,FALSE,FALSE,13.4,13.4,o,FALSE,TRUE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,NA,447.8,1048,3085.8,134,448.9,458.8,451.9,447,452.6,459.6,462.7,1040.7,953.9,935.4,915.6,911.7,908.9,905,3068.1,2874.2,2899.6,2926,2954.2,2987.3,2987.3
62,golpea?,golpear,Unstressed,REA,Spanish,s,g,FALSE,i,TRUE,FALSE,FALSE,74.3,74.3,o,FALSE,TRUE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,205.1,630.6,1849.2,3501.3,105.7,645.9,390.2,420.7,444.7,471.1,496.8,522.3,1892.1,1079.3,1069.1,1071.3,1083.6,1095.9,1102.5,3529.7,2804.7,2649,2614.9,2606.4,2612.8,2620.1
63,punto,punto,Stressed,REA,Spanish,s,p,FALSE,i,TRUE,FALSE,FALSE,10.2,10.2,u,FALSE,TRUE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,NA,411.9,1537.4,3016,125.8,410.8,397.6,414,411.2,409,410.4,409,1511.5,844.1,868.3,872.2,859.6,849.5,844.5,3012.5,2909.3,2893.9,2894,2920.5,2961,2984.9
64,gusta?,gustar,Stressed,REA,Spanish,s,g,FALSE,i,TRUE,FALSE,FALSE,23.9,23.9,u,FALSE,TRUE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,285.2,332,951.5,2797,91.9,331.8,336.8,330.4,362.4,407.9,435,439.4,952.2,903.2,885.8,908.2,942.7,970.3,981.3,2797.3,2788.4,2798.6,2794.8,2777.2,2776.6,2782.2
65,plan?a?,planchar,Unstressed,REA,Spanish,s,p,FALSE,i,TRUE,FALSE,FALSE,10.5,10.5,l,FALSE,FALSE,FALSE,TRUE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,245.9,284.1,1811.2,2508.6,55.7,284,302.3,340.1,358.7,361.9,364.6,367.9,1812.1,1813.4,1817,1832.9,1820,1777.8,1700.1,2509,2805.5,2901.5,2909.8,2921.8,2886.2,2849.7
66,te?no,terno,Stressed,REA,Spanish,s,t,FALSE,i,TRUE,FALSE,FALSE,6.6,6.6,e,TRUE,FALSE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,NA,361.9,1953.5,3132.2,251,379.9,512.3,521,539,551.6,564,571.5,1960,2020.6,2059,2084.6,2110.1,2166.2,2214.8,3105.6,2913.6,2915.9,2918.6,2928.7,2935.7,2929.5
67,demo?a?,demorar,Unstressed,REA,Spanish,s,d,FALSE,i,TRUE,FALSE,FALSE,57.9,57.9,e,TRUE,FALSE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,211.2,398.4,1952.4,2970,97.4,398.9,414.5,444.8,464.7,468.1,468.7,472.7,1950.6,1917.7,1990.1,2064.8,2079.2,2091.6,2108.1,2965.6,2863.7,2860.6,2878.7,2879.8,2886.3,2874.4
68,tienda,tienda,Stressed,REA,Spanish,s,t,FALSE,i,TRUE,FALSE,FALSE,23.7,23.7,ie,FALSE,FALSE,FALSE,FALSE,TRUE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,266.5,287,2574.4,3115.6,197.7,287,285.7,282.6,285.4,272.7,274.2,281.2,2568.4,2683.2,2669.1,2659.9,2673.3,2671.5,2675.9,3111.3,3198.2,3212.1,3231.9,3242.4,3262.1,3228.6
69,botones,botones,Unstressed,REA,Spanish,s,b,FALSE,i,TRUE,FALSE,FALSE,50.6,50.6,o,FALSE,TRUE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,214.1,437.2,1311.1,2835.1,85.4,436.8,460.3,466.5,486.4,501.4,508,513.5,1314.2,1063.9,1037.9,1046.4,1051.6,1053.4,1056.8,2836.3,2793.6,2842.5,2878.2,2911.2,2936.1,2954.9
70,pe?de?,perder,Stressed,REA,Spanish,s,p,FALSE,i,TRUE,FALSE,FALSE,10.5,10.5,e,TRUE,FALSE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,NA,423.1,1845.2,2759.4,125,430.4,478,488.9,508.7,521.3,525.7,530.1,1847.3,1825.7,1830.6,1882.5,1953.3,1994.8,2042,2736.9,2641.2,2679.9,2712.6,2732.7,2753.9,2776.2
71,batido,batido,Unstressed,REA,Spanish,s,b,FALSE,i,TRUE,FALSE,FALSE,24.5,24.5,a,FALSE,FALSE,TRUE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,NA,505.1,1280.3,2733,77.6,507.6,604.8,685.3,740.6,755.7,750.3,748,1285.4,1409.4,1483.1,1532.2,1562.5,1598.7,1660.3,2733.4,2720.7,2738,2776.1,2814.3,2827.1,2848.9
72,gafas,gafas,Stressed,REA,Spanish,s,g,FALSE,i,TRUE,FALSE,FALSE,125.3,125.3,a,FALSE,FALSE,TRUE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,230.3,1504.6,2067.2,3067.5,204.6,NA,NA,441,469.3,536.9,615.6,667.7,1501.9,1574.1,1613.1,1495.5,1581.1,1632.7,1643.2,2083.5,1831.5,2667.6,2602.8,2630,2653.6,2681.9
73,babaco,babaco,Unstressed,REA,Spanish,s,b,FALSE,i,TRUE,FALSE,FALSE,75.7,75.7,a,FALSE,FALSE,TRUE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,235.5,528.3,1348.2,2769.4,85.9,521.7,632.2,702,724.3,728.4,728.1,729.2,1345.9,1397.5,1436.6,1456.9,1456,1450,1448.1,2768.4,2804.8,2850.2,2858.6,2855.7,2842.2,2827.6
74,pa?keade?o,parkeadero,Unstressed,REA,Spanish,s,p,FALSE,i,TRUE,FALSE,FALSE,7.9,7.9,a,FALSE,FALSE,TRUE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,NA,535.2,1197.1,2612.7,118.4,533.6,683.4,717,734.9,759.3,778.6,817.3,1195.1,1389.2,1412.1,1431.3,1444.3,1458.5,1494.7,2612.7,2614.8,2631.6,2670.4,2579.5,2533.2,2529.5
75,babas,babas,Stressed,REA,Spanish,s,b,FALSE,i,TRUE,FALSE,FALSE,87.4,87.4,a,FALSE,FALSE,TRUE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,221.7,463.9,1256.5,2954.8,182.7,463.2,583.9,683.9,731.8,776.2,805.6,833.5,1256.6,1288.3,1332.6,1321.7,1320.2,1317.5,1324.4,2956.8,2772.3,2731.2,2715.7,2658.9,2626.6,2632.3
76,pantalones,pantalones,Unstressed,REA,Spanish,s,p,FALSE,i,TRUE,FALSE,FALSE,14.8,14.8,a,FALSE,FALSE,TRUE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,NA,634.4,1058.3,2733.2,60.9,622.5,719.6,725.2,758,787.3,796.8,791.6,988,1578,1601.7,1649.6,1686.2,1705,1712.5,2731.5,2758.1,2793.5,2824.6,2851.9,2881.8,2912.1
77,bonito,bonito,Unstressed,REA,Spanish,s,b,FALSE,i,TRUE,FALSE,FALSE,72.1,72.1,o,FALSE,TRUE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,224.4,405.4,936.9,2665.6,96.9,403.6,468.3,484.2,505.1,519.8,525.5,527.2,936.3,958.2,969.5,992.8,1026.8,1061.3,1097.4,2660,2868.6,2918.9,2931.7,2947.6,2937,2901.6
78,teremoto,teremoto,Unstressed,REA,Spanish,s,t,FALSE,i,TRUE,FALSE,FALSE,14.1,14.1,e,TRUE,FALSE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,254.7,407.6,1962.2,2877.7,88,401,479,501.8,502.8,513.9,545.3,578.1,1961.4,1939.3,1936.5,1934.1,1926.5,1917,1914.6,2865.5,2857.7,2842.6,2841.6,2829.3,2825.3,2803.3
79,ba?ato,barato,Unstressed,REA,Spanish,s,b,FALSE,i,TRUE,FALSE,FALSE,41.7,41.7,a,FALSE,FALSE,TRUE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,252.2,520.6,1228.8,2666.5,105.8,518.6,577.9,658.4,695.7,711.9,726.5,745.3,1227.8,1294.6,1390,1434,1453,1472.2,1495.4,2667.1,2656.3,2675.2,2683.7,2679,2672.8,2670.9
80,bebe,bebe,Stressed,REA,Spanish,s,b,FALSE,i,TRUE,FALSE,FALSE,47.5,47.5,e,TRUE,FALSE,FALSE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,223.1,398.5,1813.6,2764.1,100.4,396.6,437.3,452,466.3,478.4,486.1,489.8,1810.8,1912.3,2000,2038.6,2055.5,2066.4,2060.8,2764.3,2745.1,2738.8,2747.4,2751.3,2746.8,2743.2
81,panal,panal,Stressed,REA,Spanish,s,p,FALSE,i,TRUE,FALSE,FALSE,10.4,10.4,a,FALSE,FALSE,TRUE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,NA,595.6,1369.9,2730.6,86.2,602.3,654.3,721.7,779.2,813,841.6,855.7,1380,1382.4,1433.7,1524.4,1563.5,1614.8,1677.1,2732.3,2733.5,2737.4,2739.6,2733.9,2764.5,2809.7
82,ca<f1>a,cana,Stressed,REA,Spanish,s,k,FALSE,i,TRUE,FALSE,FALSE,11.1,11.1,a,FALSE,FALSE,TRUE,FALSE,FALSE,Andrea_B,22,TRUE,FALSE,Superior,FALSE,TRUE,Native,FALSE,TRUE,FALSE,FALSE,FALSE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Zero,FALSE,FALSE,FALSE,FALSE,TRUE,Urban,f,WordList,NA,426.3,2032.9,2642.5,163.5,433.1,563.5,677.8,718.5,762.6,811.1,850.8,2025.6,1890.5,1829.9,1777.2,1715.6,1719.6,1704.4,2641.2,2614,2556.1,2509.8,2477.2,2368.6,2386.6
